TimeStep,Price,Bid,Ask,Inventory,PnL,TotalValue
0,100,99.5,100.5,0,0,275.194
1,98.1034,97.6034,98.6034,0,0,265.711
2,98.2964,97.7964,98.7964,0,0,266.676
3,98.5055,98.0155,99.0155,-1,0,267.721
4,96.7412,96.2512,97.2512,-1,0,258.9
5,98.1751,97.6851,98.6851,-1,0,266.069
6,98.9391,98.4491,99.4491,-1,0,269.889
7,99.0244,98.5344,99.5344,-1,0,270.316
8,99.2988,98.8188,99.8188,-2,-0.737935,271.688
9,100.148,99.6677,100.668,-2,-0.737935,275.932
10,101.106,100.626,101.626,-2,-0.737935,280.725
11,101.45,100.97,101.97,-2,-0.737935,282.442
12,100.342,99.8618,100.862,-2,-0.737935,276.903
13,100.554,100.064,101.064,-1,-1.39286,277.965
14,98.1086,97.6186,98.6186,-1,-1.39286,265.737
15,98.4407,97.9507,98.9507,-1,-1.39286,267.397
16,97.7944,97.3044,98.3044,-1,-1.39286,264.166
17,101.356,100.866,101.866,-1,-1.39286,281.974
18,102.101,101.621,102.621,-2,-3.3971,285.697
19,102.296,101.816,102.816,-2,-3.3971,286.674
20,101.892,101.412,102.412,-2,-3.3971,284.652
21,100.141,99.6608,100.661,-2,-3.3971,275.898
22,100.163,99.6831,100.683,-2,-3.3971,276.009
23,99.9434,99.4734,100.473,-3,-1.03111,274.911
24,99.7335,99.2635,100.263,-3,-1.03111,273.861
25,100.759,100.289,101.289,-3,-1.03111,278.989
26,100.737,100.267,101.267,-3,-1.03111,278.877
27,100.224,99.7538,100.754,-3,-1.03111,276.313
28,100.252,99.7724,100.772,-2,1.75676,276.456
29,100.173,99.7033,100.703,-3,-0.28057,276.06
30,99.3641,98.8941,99.8941,-3,-0.28057,272.015
31,101.048,100.578,101.578,-3,-0.28057,280.435
32,100.849,100.389,101.389,-4,-2.69802,279.439
33,102.294,101.834,102.834,-4,-2.69802,286.662
34,102.473,102.013,103.013,-4,-2.69802,287.561
35,105.856,105.406,106.406,-5,-8.43864,304.474
36,104.85,104.4,105.4,-5,-8.43864,299.445
37,105.512,105.052,106.052,-4,-15.3724,302.756
38,103.59,103.14,104.14,-5,-21.9817,293.141
39,104.323,103.863,104.863,-4,-7.4168,296.807
40,104.836,104.376,105.376,-4,-7.4168,299.376
41,101.391,100.931,101.931,-4,-7.4168,282.146
42,102.084,101.624,102.624,-4,-7.4168,285.613
43,98.3057,97.8457,98.8457,-4,-7.4168,266.722
44,98.2362,97.7662,98.7662,-3,13.7585,266.375
45,96.4693,95.9893,96.9893,-2,13.9971,257.54
46,96.9348,96.4548,97.4548,-2,13.9971,259.868
47,97.4524,96.9824,97.9824,-3,14.6197,262.456
48,96.1601,95.7001,96.7001,-4,13.0371,255.994
49,95.5148,95.0548,96.0548,-4,13.0371,252.768
50,95.238,94.768,95.768,-3,24.7474,251.384
51,95.1175,94.6375,95.6375,-2,25.6079,250.781
52,95.6827,95.1927,96.1927,-1,25.8688,253.607
53,94.9518,94.4618,95.4618,-1,25.8688,249.953
54,96.411,95.921,96.921,-1,25.8688,257.249
55,96.1772,95.6872,96.6872,-1,25.8688,256.08
56,96.9052,96.4152,97.4152,-1,25.8688,259.72
57,95.9364,95.4564,96.4564,-2,23.0911,254.876
58,96.6759,96.1859,97.1859,-1,27.0087,258.573
59,97.9522,97.4622,98.4622,-1,27.0087,264.955
60,98.3474,97.8574,98.8574,-1,27.0087,266.931
61,98.9455,98.4655,99.4655,-2,23.6078,269.921
62,96.4516,95.9716,96.9716,-2,23.6078,257.452
63,96.4821,95.9921,96.9921,-1,29.3793,257.604
64,94.9917,94.5017,95.5017,-1,29.3793,250.152
65,93.7706,93.2806,94.2806,-1,29.3793,244.047
66,93.1322,92.6422,93.6422,-1,29.3793,240.855
67,94.6802,94.1902,95.1902,-1,29.3793,248.595
68,93.6107,93.1207,94.1207,-1,29.3793,243.247
69,94.4198,93.9198,94.9198,0,32.2302,247.293
70,95.1434,94.6434,95.6434,0,32.2302,250.911
71,94.3388,93.8388,94.8388,0,32.2302,246.888
72,95.2284,94.7284,95.7284,0,32.2302,251.336
73,93.4868,92.9868,93.9868,0,32.2302,242.628
74,93.0764,92.5664,93.5664,1,32.2302,240.576
75,92.9617,92.4517,93.4517,1,32.2302,240.002
76,92.479,91.969,92.969,1,32.2302,237.589
77,89.9317,89.4217,90.4217,1,32.2302,224.852
78,88.9215,88.4115,89.4115,1,32.2302,219.801
79,88.7112,88.2012,89.2012,1,32.2302,218.75
80,85.8987,85.3787,86.3787,2,27.4446,204.687
81,86.7158,86.1958,87.1958,2,27.4446,208.773
82,86.2236,85.7036,86.7036,2,27.4446,206.312
83,86.9402,86.4202,87.4202,2,27.4446,209.895
84,85.3539,84.8339,85.8339,2,27.4446,201.963
85,84.517,83.997,84.997,2,27.4446,197.779
86,85.0566,84.5366,85.5366,2,27.4446,200.477
87,84.4911,83.9711,84.9711,2,27.4446,197.649
88,83.997,83.477,84.477,2,27.4446,195.179
89,82.4408,81.9108,82.9108,3,17.9964,187.398
90,80.4188,79.8888,80.8888,3,17.9964,177.288
91,81.8792,81.3492,82.3492,3,17.9964,184.59
92,80.2283,79.6983,80.6983,3,17.9964,176.335
93,80.3967,79.8567,80.8567,4,6.66029,177.177
94,80.2564,79.7264,80.7264,3,11.2938,176.476
95,79.7729,79.2429,80.2429,3,11.2938,174.058
96,80.1761,79.6461,80.6461,3,11.2938,176.074
97,80.7003,80.1703,81.1703,3,11.2938,178.695
98,81.4234,80.8934,81.8934,3,11.2938,182.311
99,81.7735,81.2435,82.2435,3,11.2938,184.061
100,82.5551,82.0251,83.0251,3,11.2938,187.969
101,81.0254,80.5054,81.5054,2,17.7989,180.321
102,80.4231,79.9031,80.9031,2,17.7989,177.309
103,79.4308,78.9108,79.9108,2,17.7989,172.348
104,78.054,77.534,78.534,2,17.7989,165.464
105,77.0737,76.5437,77.5437,3,6.81663,160.562
106,75.679,75.149,76.149,3,6.81663,153.589
107,76.7221,76.1921,77.1921,3,6.81663,158.805
108,76.8711,76.3511,77.3511,2,5.79121,159.549
109,76.1478,75.6278,76.6278,2,5.79121,155.933
110,74.2749,73.7449,74.7449,3,2.66248,146.568
111,74.2027,73.6727,74.6727,3,2.66248,146.207
112,74.3836,73.8536,74.8536,3,2.66248,147.112
113,74.9433,74.4133,75.4133,3,2.66248,149.91
114,74.3284,73.7984,74.7984,3,2.66248,146.836
115,74.5434,74.0034,75.0034,4,-2.82574,147.911
116,73.9031,73.3631,74.3631,4,-2.82574,144.709
117,73.652,73.112,74.112,4,-2.82574,143.454
118,72.5834,72.0434,73.0434,4,-2.82574,138.111
119,70.725,70.175,71.175,5,-9.84579,128.819
120,69.5936,69.0336,70.0336,6,-19.1875,123.162
121,70.1248,69.5648,70.5648,6,-19.1875,125.818
122,70.2849,69.7349,70.7349,5,-16.8489,126.618
123,69.0607,68.5107,69.5107,5,-16.8489,120.498
124,69.0411,68.4911,69.4911,5,-16.8489,120.399
125,70.7455,70.1855,71.1855,6,-27.2171,128.921
126,70.213,69.653,70.653,6,-27.2171,126.259
127,69.8565,69.2865,70.2865,7,-20.2463,124.476
128,69.6781,69.1081,70.1081,7,-20.2463,123.584
129,69.0291,68.4591,69.4591,7,-20.2463,120.339
130,68.5812,68.0112,69.0112,7,-20.2463,118.1
131,69.1949,68.6249,69.6249,7,-20.2463,121.168
132,70.357,69.797,70.797,6,-20.4427,126.979
133,68.3907,67.8307,68.8307,6,-20.4427,117.147
134,69.3436,68.7736,69.7736,7,-31.2078,121.912
135,69.4963,68.9263,69.9263,7,-31.2078,122.675
136,69.699,69.129,70.129,7,-31.2078,123.689
137,69.7313,69.1613,70.1613,7,-31.2078,123.85
138,70.9414,70.3814,71.3814,6,-14.8938,129.901
139,71.5655,71.0155,72.0155,5,-7.5733,133.021
140,70.3154,69.7654,70.7654,5,-7.5733,126.771
141,68.8707,68.3107,69.3107,6,-15.6533,119.547
142,69.3241,68.7641,69.7641,6,-15.6533,121.814
143,69.1464,68.5864,69.5864,6,-15.6533,120.926
144,69.7003,69.1403,70.1403,6,-15.6533,123.695
145,68.4224,67.8624,68.8624,6,-15.6533,117.306
146,70.2446,69.6846,70.6846,6,-15.6533,126.417
147,70.6714,70.1114,71.1114,6,-15.6533,128.551
148,69.6013,69.0413,70.0413,6,-15.6533,123.2
149,70.076,69.516,70.516,6,-15.6533,125.574
150,69.998,69.438,70.438,6,-15.6533,125.184
151,68.6911,68.1211,69.1211,7,-17.6173,118.649
152,67.9164,67.3464,68.3464,7,-17.6173,114.776
153,68.2486,67.6786,68.6786,7,-17.6173,116.437
154,67.4961,66.9261,67.9261,7,-17.6173,112.674
155,67.3192,66.7392,67.7392,8,-35.201,111.79
156,66.3523,65.7623,66.7623,9,-36.6963,106.955
157,66.2574,65.6674,66.6674,9,-36.6963,106.481
158,65.64,65.05,66.05,9,-36.6963,103.394
159,65.6602,65.0702,66.0702,9,-36.6963,103.495
160,66.2182,65.6282,66.6282,9,-36.6963,106.285
161,65.8733,65.2933,66.2933,8,-37.6954,104.56
162,66.2485,65.6585,66.6585,9,-48.3746,106.436
163,65.939,65.349,66.349,9,-48.3746,104.889
164,65.4246,64.8246,65.8246,10,-47.8729,102.317
165,63.7919,63.1819,64.1819,11,-53.1172,94.1531
166,65.2133,64.6033,65.6033,11,-53.1172,101.26
167,66.455,65.855,66.855,10,-44.5509,107.469
168,66.6516,66.0516,67.0516,10,-44.5509,108.452
169,65.528,64.928,65.928,10,-44.5509,102.834
170,65.6216,65.0116,66.0116,11,-51.3042,103.302
171,64.9177,64.3177,65.3177,10,-39.385,99.7823
172,64.8715,64.2715,65.2715,10,-39.385,99.551
173,66.4004,65.8004,66.8004,10,-39.385,107.196
174,67.0164,66.4164,67.4164,10,-39.385,110.276
175,66.8393,66.2393,67.2393,10,-39.385,109.39
176,67.9053,67.3053,68.3053,10,-39.385,114.72
177,67.1143,66.5143,67.5143,10,-39.385,110.765
178,67.8516,67.2416,68.2416,11,-34.3577,114.452
179,67.1697,66.5597,67.5597,11,-34.3577,111.042
180,67.8934,67.2834,68.2834,11,-34.3577,114.661
181,69.056,68.456,69.456,10,-14.8976,120.474
182,70.3762,69.7762,70.7762,10,-14.8976,127.075
183,70.2663,69.6663,70.6663,10,-14.8976,126.525
184,67.5133,66.9133,67.9133,10,-14.8976,112.76
185,68.5571,67.9571,68.9571,10,-14.8976,117.979
186,69.8579,69.2579,70.2579,10,-14.8976,124.483
187,69.6584,69.0584,70.0584,10,-14.8976,123.486
188,70.3469,69.7469,70.7469,10,-14.8976,126.928
189,69.4537,68.8537,69.8537,10,-14.8976,122.462
190,68.7111,68.1111,69.1111,10,-14.8976,118.749
191,67.616,67.016,68.016,10,-14.8976,113.274
192,69.4102,68.8102,69.8102,10,-14.8976,122.245
193,69.4051,68.8051,69.8051,10,-14.8976,122.219
194,69.1207,68.5207,69.5207,10,-14.8976,120.797
195,69.6351,69.0251,70.0251,11,-12.5248,123.369
196,70.2078,69.6078,70.6078,10,4.0243,126.233
197,71.464,70.874,71.874,9,9.85123,132.514
198,72.0931,71.5131,72.5131,8,21.247,135.659
199,72.2219,71.6419,72.6419,8,21.247,136.303
200,71.8075,71.2275,72.2275,8,21.247,134.231
201,70.5043,69.9243,70.9243,8,21.247,127.715
202,71.2559,70.6659,71.6659,9,5.64889,131.473
203,70.1467,69.5567,70.5567,9,5.64889,125.927
204,69.059,68.459,69.459,10,2.34124,120.489
205,69.014,68.414,69.414,10,2.34124,120.264
206,68.508,67.908,68.908,10,2.34124,117.734
207,67.5214,66.9114,67.9114,11,-14.1461,112.801
208,67.0115,66.4015,67.4015,11,-14.1461,110.251
209,66.8763,66.2663,67.2663,11,-14.1461,109.575
210,66.83,66.22,67.22,11,-14.1461,109.344
211,66.0539,65.4339,66.4339,12,-32.7143,105.463
212,65.9419,65.3219,66.3219,12,-32.7143,104.903
213,66.0816,65.4616,66.4616,12,-32.7143,105.602
214,66.6271,66.0071,67.0071,12,-32.7143,108.329
215,66.5395,65.9295,66.9295,11,-23.2685,107.891
216,66.9523,66.3423,67.3423,11,-23.2685,109.955
217,67.1993,66.5993,67.5993,10,-19.5815,111.19
218,67.2211,66.6211,67.6211,10,-19.5815,111.299
219,67.1204,66.5204,67.5204,10,-19.5815,110.796
220,68.3062,67.7062,68.7062,10,-19.5815,116.725
221,68.4907,67.9007,68.9007,9,-5.94237,117.647
222,67.5055,66.9255,67.9255,8,-4.19194,112.721
223,68.782,68.202,69.202,8,-4.19194,119.104
224,68.959,68.379,69.379,8,-4.19194,119.989
225,68.4949,67.9249,68.9249,7,-0.365483,117.668
226,67.0349,66.4649,67.4649,7,-0.365483,110.368
227,67.5647,66.9947,67.9947,7,-0.365483,113.017
228,68.3873,67.8173,68.8173,7,-0.365483,117.13
229,69.8621,69.2921,70.2921,7,-0.365483,124.504
230,68.8425,68.2725,69.2725,7,-0.365483,119.406
231,68.3372,67.7572,68.7572,8,-8.11107,116.88
232,66.4776,65.8976,66.8976,8,-8.11107,107.582
233,67.6347,67.0447,68.0447,9,-27.1101,113.367
234,67.8656,67.2756,68.2756,9,-27.1101,114.522
235,68.2619,67.6819,68.6819,8,-5.7088,116.504
236,68.3056,67.7256,68.7256,8,-5.7088,116.722
237,68.1084,67.5284,68.5284,8,-5.7088,115.736
238,69.0485,68.4585,69.4585,9,-11.6863,120.436
239,68.9791,68.3891,69.3891,9,-11.6863,120.089
240,69.1072,68.5072,69.5072,10,-3.93962,120.73
241,70.8836,70.2836,71.2836,10,-3.93962,129.612
242,69.2353,68.6353,69.6353,10,-3.93962,121.37
243,70.1056,69.5056,70.5056,10,-3.93962,125.722
244,70.3514,69.7514,70.7514,10,-3.93962,126.951
245,69.3385,68.7385,69.7385,10,-3.93962,121.886
246,69.5315,68.9315,69.9315,10,-3.93962,122.851
247,68.7878,68.1878,69.1878,10,-3.93962,119.133
248,68.9518,68.3418,69.3418,11,-5.95271,119.953
249,67.8771,67.2671,68.2671,11,-5.95271,114.579
250,68.1152,67.5052,68.5052,11,-5.95271,115.77
251,68.3511,67.7511,68.7511,10,-2.46149,116.949
252,68.6589,68.0589,69.0589,10,-2.46149,118.488
253,70.3703,69.7703,70.7703,10,-2.46149,127.045
254,70.3111,69.7211,70.7211,9,20.1894,126.749
255,70.3946,69.7946,70.7946,10,10.7469,127.167
256,70.0745,69.4845,70.4845,9,21.4815,125.566
257,70.2918,69.6918,70.6918,10,9.69089,126.653
258,70.0054,69.4054,70.4054,10,9.69089,125.221
259,70.6437,70.0337,71.0337,11,8.89956,128.412
260,70.1442,69.5342,70.5342,11,8.89956,125.915
261,70.8873,70.2773,71.2773,11,8.89956,129.63
262,69.1737,68.5637,69.5637,11,8.89956,121.062
263,68.2663,67.6563,68.6563,11,8.89956,116.525
264,68.4105,67.8005,68.8005,11,8.89956,117.246
265,68.0681,67.4581,68.4581,11,8.89956,115.534
266,67.8433,67.2333,68.2333,11,8.89956,114.41
267,68.0795,67.4595,68.4595,12,-14.9937,115.591
268,65.9914,65.3814,66.3814,11,-0.2792,105.151
269,66.8428,66.2328,67.2328,11,-0.2792,109.408
270,68.3716,67.7616,68.7616,11,-0.2792,117.052
271,67.8879,67.2879,68.2879,10,3.04454,114.633
272,68.7535,68.1535,69.1535,10,3.04454,118.961
273,70.5575,69.9575,70.9575,10,3.04454,127.981
274,69.0819,68.4819,69.4819,10,3.04454,120.603
275,67.8694,67.2694,68.2694,10,3.04454,114.541
276,67.6435,67.0335,68.0335,11,-11.8777,113.411
277,67.2809,66.6709,67.6709,11,-11.8777,111.598
278,66.1632,65.5532,66.5532,11,-11.8777,106.01
279,66.0257,65.4157,66.4157,11,-11.8777,105.322
280,66.6357,66.0257,67.0257,11,-11.8777,108.372
281,67.2663,66.6563,67.6563,11,-11.8777,111.525
282,68.1152,67.5152,68.5152,10,-7.62206,115.77
283,67.8901,67.3001,68.3001,9,0.966698,114.644
284,67.6222,67.0322,68.0322,9,0.966698,113.305
285,68.5168,67.9168,68.9168,10,-12.3802,117.778
286,67.4665,66.8665,67.8665,10,-12.3802,112.526
287,67.8225,67.2225,68.2225,10,-12.3802,114.306
288,68.4339,67.8339,68.8339,10,-12.3802,117.363
289,68.5315,67.9315,68.9315,10,-12.3802,117.851
290,67.4983,66.8983,67.8983,10,-12.3802,112.685
291,66.4926,65.8826,66.8826,11,-13.719,107.657
292,64.676,64.056,65.056,12,-24.8917,98.5738
293,64.9435,64.3235,65.3235,12,-24.8917,99.9111
294,65.2632,64.6532,65.6532,11,-31.6012,101.51
295,65.7062,65.0962,66.0962,11,-31.6012,103.725
296,65.0279,64.4279,65.4279,10,-23.1014,100.333
297,65.5317,64.9317,65.9317,10,-23.1014,102.852
298,65.9066,65.3066,66.3066,10,-23.1014,104.727
299,66.7394,66.1394,67.1394,10,-23.1014,108.891
300,67.1246,66.5346,67.5346,9,-12.6689,110.817
301,66.386,65.806,66.806,8,-9.11213,107.124
302,65.8421,65.2621,66.2621,8,-9.11213,104.404
303,64.4025,63.8225,64.8225,8,-9.11213,97.2064
304,63.492,62.912,63.912,8,-9.11213,92.6536
305,62.4573,61.8773,62.8773,8,-9.11213,87.4802
306,63.1424,62.5624,63.5624,8,-9.11213,90.9059
307,63.5964,63.0264,64.0264,7,-40.8897,93.1757
308,63.2013,62.6313,63.6313,7,-40.8897,91.2003
309,63.6211,63.0511,64.0511,7,-40.8897,93.2991
310,62.8478,62.2778,63.2778,7,-40.8897,89.4328
311,63.1311,62.5611,63.5611,7,-40.8897,90.8492
312,63.1255,62.5555,63.5555,7,-40.8897,90.8214
313,63.3809,62.8109,63.8109,7,-40.8897,92.0982
314,64.3922,63.8222,64.8222,7,-40.8897,97.1547
315,64.1538,63.5938,64.5938,6,-32.0713,95.9629
316,65.9131,65.3531,66.3531,6,-32.0713,104.759
317,66.1828,65.6328,66.6328,5,-22.8857,106.108
318,64.8381,64.2881,65.2881,5,-22.8857,99.3841
319,65.0212,64.4612,65.4612,6,-33.2109,100.3
320,65.3947,64.8447,65.8447,5,-26.1721,102.167
321,65.5327,64.9827,65.9827,5,-26.1721,102.857
322,66.2132,65.6632,66.6632,5,-26.1721,106.26
323,67.2777,66.7277,67.7277,5,-26.1721,111.582
324,68.755,68.205,69.205,5,-26.1721,118.969
325,68.5285,67.9785,68.9785,5,-26.1721,117.836
326,68.2513,67.7013,68.7013,5,-26.1721,116.45
327,68.2258,67.6758,68.6758,5,-26.1721,116.323
328,69.4152,68.8652,69.8652,5,-26.1721,122.27
329,69.8465,69.2965,70.2965,5,-26.1721,124.426
330,70.2887,69.7387,70.7387,5,-26.1721,126.637
331,69.884,69.334,70.334,5,-26.1721,124.614
332,69.3681,68.8181,69.8181,5,-26.1721,122.034
